customerID,tenure,MonthlyCharges,Contract,total_services,churn_risk_score,health_score,upsell_opportunity
2371-JUNGC,11,20.25,Month-to-month,0,2.97,49.4,Add Protection Bundle; Add Tech Support
2576-HXMPA,1,19.55,Month-to-month,0,13.66,49.4,Add Protection Bundle; Add Tech Support
0799-DDIHE,15,46.3,Month-to-month,0,8.79,49.4,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract; Add Tech Support
4815-GBTCD,4,25.15,Month-to-month,0,1.04,49.3,Add Protection Bundle; Add Streaming Services
5777-ZPQNC,12,20.15,One year,0,2.06,49.3,Add Protection Bundle; Add Tech Support
3266-FTKHB,17,19.15,Two year,0,2.12,49.3,Add Protection Bundle; Add Tech Support
4584-LBNMK,45,24.7,One year,0,0.23,49.3,Add Protection Bundle
4716-MRVEN,29,20.0,One year,0,0.18,49.3,Add Protection Bundle
1257-SXUXQ,5,19.45,Month-to-month,0,2.93,49.3,Add Protection Bundle; Add Tech Support
3146-JTQHR,10,19.6,One year,0,1.56,49.2,Add Protection Bundle
0463-ZSDNT,10,56.75,Month-to-month,1,0.4,49.2,Add Protection Bundle
0562-KBDVM,70,44.6,Two year,4,1.28,49.2,Add Streaming Services
8713-IGZSO,2,24.85,Month-to-month,0,0.41,49.2,Add Protection Bundle
9992-UJOEL,2,50.3,Month-to-month,1,0.21,49.2,Add Protection Bundle; Add Streaming Services
5948-UJZLF,2,49.25,Month-to-month,1,0.33,49.2,Add Protection Bundle; Add Streaming Services
0430-IHCDJ,15,49.0,Month-to-month,0,26.1,49.2,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract; Add Tech Support
5986-WWXDV,39,19.35,One year,0,1.28,49.1,Add Protection Bundle; Add Tech Support
1397-XKKWR,7,35.3,One year,2,0.39,49.1,Add Protection Bundle; Add Streaming Services
7354-OIJLX,9,75.85,Month-to-month,0,0.45,49.1,Add Protection Bundle; Add Streaming Services
0357-NVCRI,25,20.05,Month-to-month,0,2.19,49.1,Add Protection Bundle; Upgrade to Annual Contract; Add Tech Support
9817-APLHW,12,25.0,Month-to-month,0,4.55,49.1,Add Protection Bundle; Upgrade to Annual Contract
7976-CICYS,4,20.7,Month-to-month,0,3.93,49.1,Add Protection Bundle; Add Tech Support
1442-BQPVU,13,29.15,Month-to-month,1,15.86,49.0,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract; Add Tech Support
6034-YMTOB,5,75.65,Month-to-month,1,0.7,49.0,Add Protection Bundle; Add Streaming Services
1952-DVVSW,10,20.1,One year,0,1.19,49.0,Add Protection Bundle
8969-PRHFK,18,19.65,One year,0,0.56,49.0,Add Protection Bundle
1376-HHBDV,30,48.8,Month-to-month,1,5.47,48.9,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
3307-TLCUD,17,34.4,Month-to-month,2,0.36,48.9,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
8779-YIQQA,21,19.8,One year,0,1.52,48.9,Add Protection Bundle; Add Tech Support
5993-BQHEA,12,20.05,One year,0,1.63,48.9,Add Protection Bundle
0248-IPDFW,1,50.1,Month-to-month,0,0.41,48.9,Add Protection Bundle; Add Streaming Services
5542-DHSXL,4,54.7,Month-to-month,2,6.92,48.9,Add Protection Bundle; Add Streaming Services
3258-SANFR,6,44.7,Month-to-month,0,23.06,48.8,Add Protection Bundle; Add Streaming Services; Add Tech Support
1223-UNPKS,20,20.05,Two year,0,1.48,48.8,Add Protection Bundle
5627-TVBPP,35,20.1,One year,0,1.21,48.8,Add Protection Bundle; Add Tech Support
7074-STDCN,39,40.6,Month-to-month,2,8.41,48.8,Add Protection Bundle; Upgrade to Annual Contract
6072-NUQCB,22,20.25,One year,0,1.75,48.8,Add Protection Bundle; Add Tech Support
8120-JDCAM,4,69.55,Month-to-month,0,0.57,48.7,Add Protection Bundle; Add Streaming Services
4676-WLUHT,54,46.2,Two year,3,2.03,48.7,Add Tech Support
4280-DLSHD,8,54.75,Month-to-month,2,15.72,48.7,Add Protection Bundle; Add Streaming Services; Add Tech Support
6402-EJMWF,4,55.3,Month-to-month,1,0.64,48.7,Add Protection Bundle
9548-LERKT,24,19.75,Two year,0,1.7,48.7,Add Protection Bundle
6828-HMKWP,12,21.05,Two year,0,0.21,48.7,Add Protection Bundle
0319-QZTCO,3,58.7,Month-to-month,2,26.05,48.6,Add Protection Bundle; Add Tech Support
8605-ITULD,1,19.55,Month-to-month,0,9.76,48.6,Add Protection Bundle; Add Tech Support
6696-YDAYZ,16,20.5,Two year,0,1.25,48.6,Add Protection Bundle; Add Tech Support
3486-NPGST,36,19.55,One year,0,0.18,48.6,Add Protection Bundle
2320-SLKMB,26,44.45,Month-to-month,3,3.47,48.6,Upgrade to Annual Contract
2587-YNLES,6,20.1,Two year,0,0.32,48.5,Add Protection Bundle
0967-BMLBD,11,20.0,One year,0,0.26,48.5,Add Protection Bundle
1038-RQOST,19,20.6,Month-to-month,0,0.38,48.5,Add Protection Bundle; Upgrade to Annual Contract
1140-UKVZG,17,24.8,Month-to-month,0,3.1,48.5,Add Protection Bundle; Upgrade to Annual Contract
2346-DJQTB,35,24.15,Month-to-month,0,0.54,48.5,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
4892-VLANZ,1,19.8,Month-to-month,0,25.45,48.5,Add Protection Bundle
2273-QCKXA,1,49.05,Month-to-month,1,0.68,48.5,Add Protection Bundle; Add Streaming Services
7196-LIWRH,6,19.55,Two year,0,2.27,48.5,Add Protection Bundle
5014-GSOUQ,13,19.95,Two year,0,0.27,48.4,Add Protection Bundle
9294-TDIPC,5,20.2,Month-to-month,0,2.83,48.4,Add Protection Bundle
7811-JIVPF,23,49.7,Month-to-month,1,5.3,48.4,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
5505-OVWQW,17,20.15,One year,0,1.91,48.3,Add Protection Bundle; Add Tech Support
1599-EAHXY,60,23.95,One year,0,0.88,48.3,Add Protection Bundle
5707-ORNDZ,9,54.55,Month-to-month,1,23.82,48.3,Add Protection Bundle; Add Streaming Services
2995-YWTCD,19,24.9,Two year,0,0.26,48.3,Add Protection Bundle
4018-KJYUY,22,20.15,Month-to-month,0,2.31,48.3,Add Protection Bundle; Upgrade to Annual Contract
6218-KNUBD,6,59.45,Month-to-month,2,9.25,48.3,Add Protection Bundle
9357-UJRUN,24,58.35,One year,2,0.25,48.3,Add Protection Bundle; Add Streaming Services
2480-SQIOB,4,44.8,Month-to-month,0,0.31,48.3,Add Protection Bundle; Add Streaming Services
5651-CPDND,10,46.0,Month-to-month,0,0.36,48.2,Add Protection Bundle; Add Streaming Services
4801-KFYKL,8,19.45,Month-to-month,0,0.39,48.2,Add Protection Bundle
7677-SJJJK,8,19.9,One year,0,1.15,48.2,Add Protection Bundle
2428-ZMCTB,10,19.75,Month-to-month,0,0.31,48.2,Add Protection Bundle
6979-TNDEU,8,19.2,Month-to-month,0,0.42,48.2,Add Protection Bundle
4558-CGYCZ,4,19.75,Month-to-month,0,0.58,48.1,Add Protection Bundle
9173-IVZVP,53,20.9,Two year,0,0.23,48.1,Add Protection Bundle
2988-PLAHS,3,69.95,One year,3,23.46,48.1,Add Tech Support
5982-XMDEX,65,26.5,Two year,0,0.19,48.1,Add Protection Bundle
5996-DAOQL,1,20.45,Month-to-month,0,24.23,48.1,Add Protection Bundle
4320-QMLLA,7,54.85,Month-to-month,1,12.38,48.0,Add Protection Bundle; Add Tech Support
6100-FJZDG,26,20.05,One year,0,0.22,48.0,Add Protection Bundle
2252-ISRNH,9,90.35,One year,2,0.3,47.9,Add Protection Bundle
7252-NTGSS,1,45.15,Month-to-month,0,0.72,47.9,Add Protection Bundle; Add Streaming Services
9068-FHQHD,40,20.15,Two year,0,0.22,47.9,Add Protection Bundle
7905-NJMXS,7,64.2,Month-to-month,3,0.28,47.9,Add Streaming Services
0750-EKNGL,7,20.75,Month-to-month,0,2.94,47.9,Add Protection Bundle
6859-RKMZJ,11,55.05,Month-to-month,1,0.31,47.9,Add Protection Bundle
9602-WCXPI,50,20.15,One year,0,0.3,47.9,Add Protection Bundle
3472-OAOOR,19,34.95,Month-to-month,2,0.27,47.9,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
4121-AGSIN,58,24.5,One year,0,0.23,47.9,Add Protection Bundle
7492-TAFJD,7,38.55,Two year,3,0.55,47.9,Add Streaming Services
6464-KEXXH,8,25.25,Month-to-month,0,14.48,47.8,Add Protection Bundle; Add Streaming Services
0621-TSSMU,56,19.95,One year,0,0.98,47.8,Add Protection Bundle; Add Tech Support
1925-GMVBW,5,20.55,Month-to-month,0,3.25,47.8,Add Protection Bundle
2223-KAGMX,15,19.4,Month-to-month,0,3.79,47.8,Add Protection Bundle; Upgrade to Annual Contract
9578-FOMUK,15,24.8,Month-to-month,0,5.65,47.8,Add Protection Bundle; Upgrade to Annual Contract
0225-ZORZP,3,84.3,Month-to-month,2,0.61,47.8,Add Protection Bundle
4324-AHJKS,5,55.8,Month-to-month,2,0.43,47.8,Add Protection Bundle; Add Streaming Services
7758-UJWYS,34,40.55,Two year,2,2.67,47.7,Add Protection Bundle
4013-GUXND,1,20.8,Month-to-month,0,17.64,47.7,Add Protection Bundle; Add Tech Support
9367-OIUXP,4,20.7,Month-to-month,0,0.39,47.7,Add Protection Bundle
8272-ONJLV,12,95.7,One year,3,23.03,47.7,Add Tech Support
3308-MHOOC,1,19.2,Month-to-month,0,13.32,47.7,Add Protection Bundle
2259-OUUSZ,7,35.5,One year,2,3.49,47.7,Add Protection Bundle; Add Streaming Services
2673-ZALNP,7,19.9,One year,0,1.46,47.7,Add Protection Bundle
4190-MFLUW,10,55.2,Month-to-month,2,2.51,47.6,Add Protection Bundle; Add Streaming Services
6878-GGDWG,32,19.4,Month-to-month,0,1.79,47.5,Add Protection Bundle; Upgrade to Annual Contract
6549-YMFAW,9,21.25,Month-to-month,0,3.07,47.5,Add Protection Bundle
7617-EYGLW,1,19.45,Month-to-month,0,21.09,47.5,Add Protection Bundle; Add Tech Support
7785-RDVIG,3,19.3,Month-to-month,0,0.29,47.4,Add Protection Bundle
4146-SVFUD,1,44.6,Month-to-month,0,14.22,47.3,Add Protection Bundle; Add Streaming Services
1373-ORVIZ,11,66.35,Month-to-month,2,15.48,47.3,Add Protection Bundle
0428-AXXLJ,25,19.5,One year,0,0.23,47.3,Add Protection Bundle
2450-ZKEED,11,53.8,One year,2,0.28,47.3,Add Protection Bundle; Add Streaming Services
4488-PSYCG,16,20.25,Month-to-month,0,9.72,47.3,Add Protection Bundle; Upgrade to Annual Contract; Add Tech Support
2209-XADXF,1,25.25,Month-to-month,0,21.61,47.3,Add Protection Bundle; Add Streaming Services
3797-FKOGQ,11,86.2,Month-to-month,1,0.58,47.3,Add Protection Bundle
7706-DZNKK,11,20.45,Month-to-month,0,0.27,47.3,Add Protection Bundle
3012-VFFMN,7,20.65,Month-to-month,0,0.39,47.3,Add Protection Bundle
4581-LNWUM,13,49.15,Month-to-month,3,16.53,47.2,Upgrade to Annual Contract; Add Tech Support
3638-DIMPH,13,43.8,One year,0,0.46,47.2,Add Protection Bundle; Add Streaming Services
3190-ITQXP,46,20.25,Two year,0,0.33,47.2,Add Protection Bundle
2926-JEJJC,8,20.2,One year,0,1.52,47.2,Add Protection Bundle
3181-MIZBN,16,19.75,Month-to-month,0,3.79,47.2,Add Protection Bundle; Upgrade to Annual Contract
3675-YDUPJ,10,19.85,Month-to-month,0,2.88,47.2,Add Protection Bundle
9638-JIQYA,2,24.9,Month-to-month,0,0.79,47.2,Add Protection Bundle; Add Streaming Services
0816-TSPHQ,2,20.75,Month-to-month,0,5.12,47.2,Add Protection Bundle
7634-WSWDB,8,38.5,Month-to-month,2,21.45,47.2,Add Protection Bundle
3137-LUPIX,4,64.4,Month-to-month,2,0.36,47.1,Add Protection Bundle
9430-NKQLY,72,25.1,Two year,0,0.34,47.0,Add Protection Bundle
5018-HEKFO,10,24.5,Month-to-month,0,0.29,47.0,Add Protection Bundle
1767-TGTKO,8,45.45,Month-to-month,0,0.28,47.0,Add Protection Bundle; Add Streaming Services
1784-BXEFA,10,20.55,Month-to-month,0,0.34,47.0,Add Protection Bundle
9773-PEQBZ,10,79.85,Month-to-month,1,0.48,47.0,Add Protection Bundle; Add Streaming Services
2812-SFXMJ,1,20.05,Month-to-month,0,0.41,46.9,Add Protection Bundle
7410-YTJIK,7,75.45,Month-to-month,0,23.11,46.9,Add Protection Bundle; Add Streaming Services; Add Tech Support
5071-FBJFS,4,50.3,Month-to-month,1,0.45,46.9,Add Protection Bundle; Add Streaming Services
2520-SGTTA,0,20.0,Two year,0,2.98,46.9,Add Protection Bundle; Add Tech Support
9626-WEQRM,4,29.15,Month-to-month,1,8.09,46.9,Add Protection Bundle; Add Streaming Services
3420-ZDBMA,5,71.45,Month-to-month,0,0.54,46.8,Add Protection Bundle; Add Streaming Services
4803-LBYPN,34,20.8,Month-to-month,0,0.32,46.8,Add Protection Bundle; Upgrade to Annual Contract
9498-FIMXL,8,19.2,One year,0,0.26,46.8,Add Protection Bundle
4054-CUMIA,18,20.25,Month-to-month,0,2.34,46.8,Add Protection Bundle; Upgrade to Annual Contract
6202-JVYEU,9,19.9,One year,0,0.3,46.7,Add Protection Bundle
1194-SPVSP,1,19.65,Month-to-month,0,0.49,46.7,Add Protection Bundle
6728-WYQBC,1,20.95,Month-to-month,0,0.83,46.7,Add Protection Bundle
2720-FVBQP,6,48.95,Month-to-month,0,11.05,46.7,Add Protection Bundle; Add Streaming Services
7009-LGECI,4,50.55,Month-to-month,1,16.18,46.7,Add Protection Bundle; Add Streaming Services
9103-CXVOK,1,19.75,Month-to-month,0,15.67,46.7,Add Protection Bundle; Add Tech Support
3679-XASPY,1,19.45,Month-to-month,0,6.0,46.7,Add Protection Bundle; Add Tech Support
7647-GYYKX,54,20.35,Two year,0,0.27,46.6,Add Protection Bundle
4986-MXSFP,2,20.0,Month-to-month,0,0.85,46.6,Add Protection Bundle
2903-YYTBW,1,44.55,Month-to-month,0,26.49,46.6,Add Protection Bundle; Add Streaming Services; Add Tech Support
4537-DKTAL,2,45.55,Month-to-month,0,0.3,46.6,Add Protection Bundle; Add Streaming Services
1682-VCOIO,23,20.45,One year,0,0.29,46.6,Add Protection Bundle
4324-BZCKL,10,55.55,Month-to-month,2,6.59,46.6,Add Protection Bundle; Add Streaming Services
1429-UYJSV,12,19.7,One year,0,1.19,46.5,Add Protection Bundle; Add Tech Support
7742-MYPGI,6,48.8,Month-to-month,1,0.28,46.5,Add Protection Bundle; Add Streaming Services
6229-LSCKB,6,79.7,Month-to-month,1,0.58,46.5,Add Protection Bundle
1991-VOPLL,9,19.05,Month-to-month,0,0.31,46.5,Add Protection Bundle
0096-BXERS,6,50.35,Month-to-month,0,21.29,46.5,Add Protection Bundle; Add Streaming Services; Add Tech Support
2439-QKJUL,5,20.25,Month-to-month,0,2.7,46.4,Add Protection Bundle
6496-JDSSB,8,80.0,Month-to-month,1,0.82,46.4,Add Protection Bundle
7094-MSZAO,10,20.05,Month-to-month,0,0.22,46.4,Add Protection Bundle
5442-BXVND,33,24.25,Month-to-month,0,0.19,46.4,Add Protection Bundle; Upgrade to Annual Contract
5396-IZEPB,9,19.7,Month-to-month,0,3.92,46.4,Add Protection Bundle; Add Tech Support
4032-RMHCI,41,35.4,One year,2,1.43,46.4,Add Protection Bundle; Add Streaming Services
1814-DKOLC,5,25.45,Month-to-month,0,0.3,46.4,Add Protection Bundle
9398-MMQTO,3,74.45,Month-to-month,1,24.69,46.4,Add Protection Bundle; Add Streaming Services
8388-DMKAE,8,20.25,Two year,0,0.27,46.4,Add Protection Bundle
9327-QSDED,8,43.55,Month-to-month,0,6.63,46.4,Add Protection Bundle; Add Streaming Services
4854-SSLTN,2,59.5,Two year,3,0.52,46.4,Add Streaming Services
5624-RYAMH,9,19.5,Month-to-month,0,4.83,46.4,Add Protection Bundle; Add Tech Support
5858-EAFCZ,1,44.45,Month-to-month,0,1.76,46.3,Add Protection Bundle; Add Streaming Services
2700-LUEVA,1,20.75,Month-to-month,0,0.33,46.3,Add Protection Bundle
3794-NFNCH,30,50.0,Month-to-month,1,0.24,46.3,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
5003-OKNNK,15,20.35,One year,0,1.07,46.2,Add Protection Bundle
5519-TEEUH,33,20.15,One year,0,1.2,46.2,Add Protection Bundle
8584-KMVXD,8,75.6,Month-to-month,1,28.22,46.2,Add Protection Bundle; Add Streaming Services
4983-CCWMC,3,69.6,Month-to-month,0,0.59,46.2,Add Protection Bundle; Add Streaming Services
2817-LVCPP,50,19.4,Two year,0,0.32,46.1,Add Protection Bundle
4770-QAZXN,13,19.45,Month-to-month,0,2.79,46.1,Add Protection Bundle; Upgrade to Annual Contract; Add Tech Support
8158-WPEZG,11,35.65,Month-to-month,2,0.35,46.1,Add Protection Bundle; Add Streaming Services
8805-JNRAZ,2,49.2,Month-to-month,1,0.22,46.0,Add Protection Bundle; Add Streaming Services
4774-HHGGS,30,19.05,Two year,0,1.08,46.0,Add Protection Bundle; Add Tech Support
8404-VLQFB,15,25.25,Month-to-month,0,5.65,46.0,Add Protection Bundle; Upgrade to Annual Contract
1098-TDVUQ,1,19.25,Month-to-month,0,12.16,46.0,Add Protection Bundle; Add Tech Support
7521-AFHAB,5,44.8,Month-to-month,0,11.75,46.0,Add Protection Bundle; Add Streaming Services; Add Tech Support
5392-AKEMH,12,45.05,Month-to-month,0,17.43,45.9,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract; Add Tech Support
4257-GAESD,6,45.0,Month-to-month,2,0.27,45.9,Add Protection Bundle
3345-JHUEO,4,20.2,Month-to-month,0,0.54,45.9,Add Protection Bundle
5144-PQCDZ,4,19.95,Month-to-month,0,0.29,45.9,Add Protection Bundle
8069-YQQAJ,14,31.1,Month-to-month,1,24.47,45.9,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract; Add Tech Support
8410-BGQXN,4,19.4,Month-to-month,0,0.32,45.9,Add Protection Bundle
8150-QUDFX,2,19.85,Month-to-month,0,13.01,45.8,Add Protection Bundle
4884-ZTHVF,8,87.1,Month-to-month,2,0.37,45.8,Add Protection Bundle
8076-FEZKJ,10,19.5,One year,0,0.27,45.8,Add Protection Bundle
7636-XUHWW,2,19.9,Month-to-month,0,11.35,45.8,Add Protection Bundle; Add Tech Support
5789-LDFXO,24,24.6,One year,0,1.88,45.8,Add Protection Bundle; Add Tech Support
4291-HPAXL,1,19.85,Month-to-month,0,0.4,45.7,Add Protection Bundle
0208-BPQEJ,12,19.4,Month-to-month,0,0.36,45.7,Add Protection Bundle; Upgrade to Annual Contract
4065-JJAVA,1,49.5,Month-to-month,1,24.47,45.7,Add Protection Bundle; Add Streaming Services; Add Tech Support
1131-ALZWV,24,24.6,One year,0,2.2,45.7,Add Protection Bundle
7823-JSOAG,3,74.5,Month-to-month,0,0.52,45.6,Add Protection Bundle; Add Streaming Services
5296-BFCYD,46,20.1,Two year,0,0.21,45.6,Add Protection Bundle
1329-VHWNP,7,25.05,Month-to-month,0,0.4,45.5,Add Protection Bundle; Add Streaming Services
9027-YFHQJ,7,25.05,Month-to-month,0,0.27,45.5,Add Protection Bundle
2181-TIDSV,68,19.95,Two year,0,0.26,45.5,Add Protection Bundle
6258-NGCNG,7,23.5,Month-to-month,0,0.26,45.5,Add Protection Bundle
9025-ZRPVR,9,18.95,Month-to-month,0,2.35,45.5,Add Protection Bundle; Add Tech Support
6339-YPSAH,9,73.8,Month-to-month,1,0.27,45.5,Add Protection Bundle; Add Streaming Services
3223-DWFIO,4,69.35,Month-to-month,0,19.56,45.5,Add Protection Bundle; Add Streaming Services
5067-DGXLL,2,20.25,Month-to-month,0,0.31,45.4,Add Protection Bundle
7850-THJMU,26,19.65,Two year,0,1.26,45.4,Add Protection Bundle; Add Tech Support
9799-CAYJJ,2,69.3,Month-to-month,0,0.65,45.4,Add Protection Bundle; Add Streaming Services
3620-MWJNE,2,54.45,Month-to-month,2,27.14,45.4,Add Protection Bundle; Add Streaming Services
4063-EIKNQ,11,20.95,Month-to-month,0,2.21,45.3,Add Protection Bundle; Add Tech Support
0793-TWELN,4,80.15,Month-to-month,1,0.35,45.3,Add Protection Bundle; Add Streaming Services
8075-GXIUB,9,19.85,One year,0,0.41,45.3,Add Protection Bundle
1614-JBEBI,8,20.7,Month-to-month,0,4.29,45.3,Add Protection Bundle; Add Tech Support
2712-SYWAY,1,25.7,Month-to-month,0,0.61,45.3,Add Protection Bundle
3097-PYWXL,4,19.95,Month-to-month,0,0.4,45.3,Add Protection Bundle
5222-JCXZT,4,19.0,Month-to-month,0,0.29,45.3,Add Protection Bundle
1848-LBZHY,7,50.3,Month-to-month,1,13.56,45.2,Add Protection Bundle; Add Streaming Services; Add Tech Support
2122-SZZZD,44,19.5,One year,0,1.16,45.2,Add Protection Bundle
3256-EZDBI,51,29.45,Month-to-month,1,0.48,45.2,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
0608-JDVEC,50,19.8,Two year,0,1.38,45.2,Add Protection Bundle; Add Tech Support
2826-DXLQO,7,29.8,Month-to-month,1,10.88,45.1,Add Protection Bundle; Add Streaming Services; Add Tech Support
4359-INNWN,17,20.05,One year,0,1.43,45.0,Add Protection Bundle; Add Tech Support
0129-QMPDR,44,20.5,One year,0,1.21,45.0,Add Protection Bundle; Add Tech Support
2908-ZTPNF,36,34.85,Month-to-month,2,2.16,45.0,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
0432-CAJZV,3,90.7,Month-to-month,2,1.12,45.0,Add Protection Bundle
9572-WUKSB,3,29.9,Month-to-month,1,0.33,45.0,Add Protection Bundle; Add Streaming Services
6704-UTUKK,29,45.9,Month-to-month,2,13.43,45.0,Add Protection Bundle; Upgrade to Annual Contract; Add Tech Support
6518-KZXCB,22,25.25,Two year,0,1.63,45.0,Add Protection Bundle; Add Tech Support
8963-JLGJT,3,55.9,Month-to-month,2,0.28,45.0,Add Protection Bundle; Add Streaming Services
8250-ZNGGW,5,59.9,Month-to-month,3,0.32,45.0,Add Streaming Services
6817-WTYHE,2,44.9,Month-to-month,0,28.13,44.9,Add Protection Bundle; Add Streaming Services; Add Tech Support
4718-DHSMV,11,35.8,Month-to-month,1,0.48,44.9,Add Protection Bundle
7754-IXRMC,1,45.35,Month-to-month,0,0.38,44.9,Add Protection Bundle; Add Streaming Services
6497-TILVL,7,50.7,Month-to-month,1,0.19,44.9,Add Protection Bundle; Add Streaming Services
1015-JPFYW,7,19.45,One year,0,0.19,44.9,Add Protection Bundle
5133-VRSAB,8,29.35,Month-to-month,1,0.45,44.8,Add Protection Bundle; Add Streaming Services
9137-NOQKA,2,19.2,Month-to-month,0,4.5,44.8,Add Protection Bundle
3156-QLHBO,2,19.25,Month-to-month,0,0.2,44.8,Add Protection Bundle
9648-BCHKM,18,24.65,Two year,0,0.31,44.8,Add Protection Bundle
6257-RJOHI,4,50.8,Month-to-month,1,3.65,44.7,Add Protection Bundle; Add Streaming Services
7554-AKDQF,6,45.65,Month-to-month,0,0.5,44.7,Add Protection Bundle; Add Streaming Services
2676-OXPPQ,6,55.7,Month-to-month,2,17.74,44.7,Add Protection Bundle; Add Streaming Services
3077-RSNTJ,6,19.7,Month-to-month,0,0.31,44.7,Add Protection Bundle
9256-JTBNZ,11,20.3,Month-to-month,0,3.14,44.7,Add Protection Bundle
3130-ICDUP,2,80.55,Month-to-month,1,25.87,44.6,Add Protection Bundle; Add Streaming Services
5843-TTHGI,18,50.0,Month-to-month,1,0.45,44.6,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
0191-EQUUH,25,35.05,Two year,2,1.24,44.6,Add Protection Bundle; Add Streaming Services
5821-MMEIL,57,19.9,Two year,0,0.33,44.6,Add Protection Bundle
